Date,IT Dep.,CostElement,Country,Budget,,
03/01/2020,Core Infrastructure,Depreciation,Canada,"12,617",,
04/01/2020,Core Infrastructure,Depreciation,Canada,"12,617",,
05/01/2020,Core Infrastructure,Depreciation,Canada,"12,617",,
06/01/2020,Core Infrastructure,Depreciation,Canada,"12,617",,
07/01/2020,Core Infrastructure,Depreciation,Canada,"12,617",,
08/01/2020,Core Infrastructure,Depreciation,Canada,"12,617",,
09/01/2020,Core Infrastructure,Depreciation,Canada,"12,617",,
10/01/2020,Core Infrastructure,Depreciation,Canada,"12,617",,
11/01/2020,Core Infrastructure,Depreciation,Canada,"12,617",,
12/01/2020,Core Infrastructure,Depreciation,Canada,"12,617",,
01/01/2020,Core Infrastructure,Depreciation,Mexico,"4,616",,
02/01/2020,Core Infrastructure,Depreciation,Mexico,"4,616",,
03/01/2020,Core Infrastructure,Depreciation,Mexico,"4,616",,
04/01/2020,Core Infrastructure,Depreciation,Mexico,"4,616",,
05/01/2020,Core Infrastructure,Depreciation,Mexico,"4,616",,
06/01/2020,Core Infrastructure,Depreciation,Mexico,"4,616",,
07/01/2020,Core Infrastructure,Depreciation,Mexico,"4,616",,
08/01/2020,Core Infrastructure,Depreciation,Mexico,"4,616",,
09/01/2020,Core Infrastructure,Depreciation,Mexico,"4,616",,
10/01/2020,Core Infrastructure,Depreciation,Mexico,"4,616",,
11/01/2020,Core Infrastructure,Depreciation,Mexico,"4,616",,
12/01/2020,Core Infrastructure,Depreciation,Mexico,"4,616",,
01/01/2020,Core Infrastructure,Depreciation,New Zealand,"82,256",,
02/01/2020,Core Infrastructure,Depreciation,New Zealand,"82,256",,
03/01/2020,Core Infrastructure,Depreciation,New Zealand,"82,256",,
04/01/2020,Core Infrastructure,Depreciation,New Zealand,"82,353",,
05/01/2020,Core Infrastructure,Depreciation,New Zealand,"82,353",,
06/01/2020,Core Infrastructure,Depreciation,New Zealand,"82,353",,
07/01/2020,Core Infrastructure,Depreciation,New Zealand,"82,256",,
08/01/2020,Core Infrastructure,Depreciation,New Zealand,"82,256",,
09/01/2020,Core Infrastructure,Depreciation,New Zealand,"82,256",,
10/01/2020,Core Infrastructure,Depreciation,New Zealand,"82,353",,
11/01/2020,Core Infrastructure,Depreciation,New Zealand,"82,353",,
12/01/2020,Core Infrastructure,Depreciation,New Zealand,"82,353",,
01/01/2020,Core Infrastructure,Employee Performance,USA,87,,
02/01/2020,Core Infrastructure,Employee Performance,USA,87,,
03/01/2020,Core Infrastructure,Employee Performance,USA,87,,
04/01/2020,Core Infrastructure,Employee Performance,USA,87,,
05/01/2020,Core Infrastructure,Employee Performance,USA,87,,
06/01/2020,Core Infrastructure,Employee Performance,USA,87,,
07/01/2020,Core Infrastructure,Employee Performance,USA,87,,
08/01/2020,Core Infrastructure,Employee Performance,USA,87,,
09/01/2020,Core Infrastructure,Employee Performance,USA,87,,
10/01/2020,Core Infrastructure,Employee Performance,USA,87,,
11/01/2020,Core Infrastructure,Employee Performance,USA,87,,
12/01/2020,Core Infrastructure,Employee Performance,USA,87,,
01/01/2020,Core Infrastructure,External Labor,Brazil,"24,410",,
02/01/2020,Core Infrastructure,External Labor,Brazil,"24,410",,
03/01/2020,Core Infrastructure,External Labor,Brazil,"24,410",,
04/01/2020,Core Infrastructure,External Labor,Brazil,"24,410",,
05/01/2020,Core Infrastructure,External Labor,Brazil,"24,410",,
06/01/2020,Core Infrastructure,External Labor,Brazil,"24,410",,
07/01/2020,Core Infrastructure,External Labor,Brazil,"24,410",,
08/01/2020,Core Infrastructure,External Labor,Brazil,"24,410",,
09/01/2020,Core Infrastructure,External Labor,Brazil,"24,410",,
10/01/2020,Core Infrastructure,External Labor,Brazil,"24,410",,
11/01/2020,Core Infrastructure,External Labor,Brazil,"24,410",,
12/01/2020,Core Infrastructure,External Labor,Brazil,"24,410",,
01/01/2020,Core Infrastructure,External Labor,Canada,"21,535",,
02/01/2020,Core Infrastructure,External Labor,Canada,"21,535",,
03/01/2020,Core Infrastructure,External Labor,Canada,"21,535",,
04/01/2020,Core Infrastructure,External Labor,Canada,"21,535",,
05/01/2020,Core Infrastructure,External Labor,Canada,"21,535",,
06/01/2020,Core Infrastructure,External Labor,Canada,"21,535",,
07/01/2020,Core Infrastructure,External Labor,Canada,"21,535",,
08/01/2020,Core Infrastructure,External Labor,Canada,"21,535",,
09/01/2020,Core Infrastructure,External Labor,Canada,"21,535",,
10/01/2020,Core Infrastructure,External Labor,Canada,"21,535",,
11/01/2020,Core Infrastructure,External Labor,Canada,"21,535",,
12/01/2020,Core Infrastructure,External Labor,Canada,"21,535",,
01/01/2020,Core Infrastructure,External Labor,Mexico,"20,501",,
02/01/2020,Core Infrastructure,External Labor,Mexico,"20,501",,
03/01/2020,Core Infrastructure,External Labor,Mexico,"20,501",,
04/01/2020,Core Infrastructure,External Labor,Mexico,"20,501",,
05/01/2020,Core Infrastructure,External Labor,Mexico,"20,501",,
06/01/2020,Core Infrastructure,External Labor,Mexico,"20,501",,
07/01/2020,Core Infrastructure,External Labor,Mexico,"20,501",,
08/01/2020,Core Infrastructure,External Labor,Mexico,"20,501",,
09/01/2020,Core Infrastructure,External Labor,Mexico,"20,501",,
10/01/2020,Core Infrastructure,External Labor,Mexico,"20,501",,
11/01/2020,Core Infrastructure,External Labor,Mexico,"20,501",,
12/01/2020,Core Infrastructure,External Labor,Mexico,"20,501",,
01/01/2020,Core Infrastructure,External Labor,New Zealand,"47,239",,
02/01/2020,Core Infrastructure,External Labor,New Zealand,"47,239",,
03/01/2020,Core Infrastructure,External Labor,New Zealand,"47,239",,
04/01/2020,Core Infrastructure,External Labor,New Zealand,"47,336",,
05/01/2020,Core Infrastructure,External Labor,New Zealand,"47,336",,
06/01/2020,Core Infrastructure,External Labor,New Zealand,"47,336",,
07/01/2020,Core Infrastructure,External Labor,New Zealand,"47,239",,
08/01/2020,Core Infrastructure,External Labor,New Zealand,"47,239",,
09/01/2020,Core Infrastructure,External Labor,New Zealand,"47,239",,
10/01/2020,Core Infrastructure,External Labor,New Zealand,"47,336",,
11/01/2020,Core Infrastructure,External Labor,New Zealand,"47,336",,
12/01/2020,Core Infrastructure,External Labor,New Zealand,"47,336",,
01/01/2020,Core Infrastructure,External Labor,USA,"847,967",,
02/01/2020,Core Infrastructure,External Labor,USA,"486,274",,
03/01/2020,Core Infrastructure,External Labor,USA,"565,703",,
04/01/2020,Core Infrastructure,External Labor,USA,"379,166",,
05/01/2020,Core Infrastructure,External Labor,USA,"15,190",,
06/01/2020,Core Infrastructure,External Labor,USA,"15,190",,
07/01/2020,Core Infrastructure,External Labor,USA,"15,190",,
08/01/2020,Core Infrastructure,External Labor,USA,"15,190",,
09/01/2020,Core Infrastructure,External Labor,USA,"15,190",,
10/01/2020,Core Infrastructure,External Labor,USA,"15,190",,
11/01/2020,Core Infrastructure,External Labor,USA,"15,190",,
12/01/2020,Core Infrastructure,External Labor,USA,"15,190",,
01/01/2020,Core Infrastructure,Hardware,Brazil,"7,308",,
02/01/2020,Core Infrastructure,Hardware,Brazil,"7,308",,
03/01/2020,Core Infrastructure,Hardware,Brazil,"7,308",,
04/01/2020,Core Infrastructure,Hardware,Brazil,"7,308",,
05/01/2020,Core Infrastructure,Hardware,Brazil,"7,308",,
06/01/2020,Core Infrastructure,Hardware,Brazil,"7,308",,
07/01/2020,Core Infrastructure,Hardware,Brazil,"7,308",,
08/01/2020,Core Infrastructure,Hardware,Brazil,"7,308",,
09/01/2020,Core Infrastructure,Hardware,Brazil,"7,308",,
10/01/2020,Core Infrastructure,Hardware,Brazil,"7,308",,
11/01/2020,Core Infrastructure,Hardware,Brazil,"7,308",,
12/01/2020,Core Infrastructure,Hardware,Brazil,"7,308",,
01/01/2020,Core Infrastructure,Hardware,Canada,180,,
02/01/2020,Core Infrastructure,Hardware,Canada,180,,
03/01/2020,Core Infrastructure,Hardware,Canada,180,,
04/01/2020,Core Infrastructure,Hardware,Canada,180,,
05/01/2020,Core Infrastructure,Hardware,Canada,180,,
06/01/2020,Core Infrastructure,Hardware,Canada,180,,
07/01/2020,Core Infrastructure,Hardware,Canada,180,,
08/01/2020,Core Infrastructure,Hardware,Canada,180,,
09/01/2020,Core Infrastructure,Hardware,Canada,180,,
10/01/2020,Core Infrastructure,Hardware,Canada,180,,
11/01/2020,Core Infrastructure,Hardware,Canada,180,,
12/01/2020,Core Infrastructure,Hardware,Canada,180,,
01/01/2020,Core Infrastructure,Hardware,Mexico,"28,987",,
02/01/2020,Core Infrastructure,Hardware,Mexico,"28,987",,
03/01/2020,Core Infrastructure,Hardware,Mexico,"28,987",,
04/01/2020,Core Infrastructure,Hardware,Mexico,"28,987",,
05/01/2020,Core Infrastructure,Hardware,Mexico,"28,987",,
06/01/2020,Core Infrastructure,Hardware,Mexico,"28,987",,
07/01/2020,Core Infrastructure,Hardware,Mexico,"28,987",,
08/01/2020,Core Infrastructure,Hardware,Mexico,"28,987",,
09/01/2020,Core Infrastructure,Hardware,Mexico,"28,987",,
10/01/2020,Core Infrastructure,Hardware,Mexico,"28,987",,
11/01/2020,Core Infrastructure,Hardware,Mexico,"28,987",,
12/01/2020,Core Infrastructure,Hardware,Mexico,"28,987",,
01/01/2020,Core Infrastructure,Hardware,USA,51,,
02/01/2020,Core Infrastructure,Hardware,USA,51,,
03/01/2020,Core Infrastructure,Hardware,USA,51,,
04/01/2020,Core Infrastructure,Hardware,USA,51,,
05/01/2020,Core Infrastructure,Hardware,USA,51,,
06/01/2020,Core Infrastructure,Hardware,USA,51,,
07/01/2020,Core Infrastructure,Hardware,USA,51,,
08/01/2020,Core Infrastructure,Hardware,USA,51,,
09/01/2020,Core Infrastructure,Hardware,USA,51,,
10/01/2020,Core Infrastructure,Hardware,USA,51,,
11/01/2020,Core Infrastructure,Hardware,USA,51,,
12/01/2020,Core Infrastructure,Hardware,USA,51,,
01/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799",,
02/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799",,
03/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799",,
04/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799",,
05/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799",,
06/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799",,
07/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799",,
08/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799",,
09/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799",,
10/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799",,
11/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799",,
12/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799",,
01/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578",,
02/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578",,
03/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578",,
04/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578",,
05/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578",,
06/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578",,
07/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578",,
08/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578",,
09/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578",,
10/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578",,
11/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578",,
12/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578",,
01/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285",,
02/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285",,
03/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285",,
04/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285",,
05/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285",,
06/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285",,
07/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285",,
08/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285",,
09/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285",,
10/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285",,
11/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285",,
12/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285",,
01/01/2020,Core Infrastructure,Hardware Maintenance,USA,17,,
02/01/2020,Core Infrastructure,Hardware Maintenance,USA,17,,
03/01/2020,Core Infrastructure,Hardware Maintenance,USA,17,,
04/01/2020,Core Infrastructure,Hardware Maintenance,USA,17,,
05/01/2020,Core Infrastructure,Hardware Maintenance,USA,17,,
06/01/2020,Core Infrastructure,Hardware Maintenance,USA,17,,
07/01/2020,Core Infrastructure,Hardware Maintenance,USA,17,,
08/01/2020,Core Infrastructure,Hardware Maintenance,USA,17,,
09/01/2020,Core Infrastructure,Hardware Maintenance,USA,17,,
10/01/2020,Core Infrastructure,Hardware Maintenance,USA,17,,
11/01/2020,Core Infrastructure,Hardware Maintenance,USA,17,,
12/01/2020,Core Infrastructure,Hardware Maintenance,USA,17,,
01/01/2020,Core Infrastructure,Internal Labor,Brazil,"10,261",,
02/01/2020,Core Infrastructure,Internal Labor,Brazil,"10,261",,
03/01/2020,Core Infrastructure,Internal Labor,Brazil,"10,261",,
04/01/2020,Core Infrastructure,Internal Labor,Brazil,"10,261",,
05/01/2020,Core Infrastructure,Internal Labor,Brazil,"10,261",,
06/01/2020,Core Infrastructure,Internal Labor,Brazil,"10,261",,
07/01/2020,Core Infrastructure,Internal Labor,Brazil,"10,261",,
08/01/2020,Core Infrastructure,Internal Labor,Brazil,"10,261",,
09/01/2020,Core Infrastructure,Internal Labor,Brazil,"10,261",,
10/01/2020,Core Infrastructure,Internal Labor,Brazil,"10,261",,
11/01/2020,Core Infrastructure,Internal Labor,Brazil,"10,261",,
12/01/2020,Core Infrastructure,Internal Labor,Brazil,"10,261",,
01/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,890",,
02/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,890",,
03/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,932",,
04/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,984",,
05/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,984",,
06/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,984",,
07/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,984",,
08/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,984",,
09/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,984",,
10/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,984",,
11/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,984",,
12/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,819",,
01/01/2020,Core Infrastructure,Internal Labor,New Zealand,"30,851",,
02/01/2020,Core Infrastructure,Internal Labor,New Zealand,"30,851",,
03/01/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155",,
04/01/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155",,
05/01/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155",,
06/01/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155",,
07/01/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155",,
08/01/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155",,
09/01/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155",,
10/01/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155",,
11/01/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155",,
12/01/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155",,
01/01/2020,Core Infrastructure,Internal Labor,USA,"64,556",,
02/01/2020,Core Infrastructure,Internal Labor,USA,"72,014",,
03/01/2020,Core Infrastructure,Internal Labor,USA,"70,562",,
04/01/2020,Core Infrastructure,Internal Labor,USA,"65,080",,
05/01/2020,Core Infrastructure,Internal Labor,USA,"65,023",,
06/01/2020,Core Infrastructure,Internal Labor,USA,"65,023",,
07/01/2020,Core Infrastructure,Internal Labor,USA,"65,390",,
08/01/2020,Core Infrastructure,Internal Labor,USA,"65,384",,
09/01/2020,Core Infrastructure,Internal Labor,USA,"65,112",,
10/01/2020,Core Infrastructure,Internal Labor,USA,"66,364",,
11/01/2020,Core Infrastructure,Internal Labor,USA,"66,082",,
12/01/2020,Core Infrastructure,Internal Labor,USA,"65,957",,
01/01/2020,Core Infrastructure,Other,Brazil,"37,931",,
02/01/2020,Core Infrastructure,Other,Brazil,"37,931",,
03/01/2020,Core Infrastructure,Other,Brazil,"37,931",,
04/01/2020,Core Infrastructure,Other,Brazil,"37,931",,
05/01/2020,Core Infrastructure,Other,Brazil,"37,931",,
06/01/2020,Core Infrastructure,Other,Brazil,"37,931",,
07/01/2020,Core Infrastructure,Other,Brazil,"37,931",,
08/01/2020,Core Infrastructure,Other,Brazil,"37,931",,
09/01/2020,Core Infrastructure,Other,Brazil,"37,931",,
10/01/2020,Core Infrastructure,Other,Brazil,"37,931",,
11/01/2020,Core Infrastructure,Other,Brazil,"37,931",,
12/01/2020,Core Infrastructure,Other,Brazil,"37,931",,
01/01/2020,Core Infrastructure,Other,Canada,23,,
02/01/2020,Core Infrastructure,Other,Canada,23,,
03/01/2020,Core Infrastructure,Other,Canada,23,,
04/01/2020,Core Infrastructure,Other,Canada,23,,
05/01/2020,Core Infrastructure,Other,Canada,23,,
06/01/2020,Core Infrastructure,Other,Canada,23,,
07/01/2020,Core Infrastructure,Other,Canada,23,,
08/01/2020,Core Infrastructure,Other,Canada,23,,
09/01/2020,Core Infrastructure,Other,Canada,23,,
10/01/2020,Core Infrastructure,Other,Canada,23,,
11/01/2020,Core Infrastructure,Other,Canada,23,,
12/01/2020,Core Infrastructure,Other,Canada,23,,
01/01/2020,Core Infrastructure,Other,Mexico,"9,780",,
02/01/2020,Core Infrastructure,Other,Mexico,"9,780",,
03/01/2020,Core Infrastructure,Other,Mexico,"9,780",,
04/01/2020,Core Infrastructure,Other,Mexico,"9,780",,
05/01/2020,Core Infrastructure,Other,Mexico,"9,780",,
